site,species,drug,n,n_direncli,direnc_orani,n_tur_toplam,eksiklik_orani
DRIAMS-A,Serratia grimesii,Tobramycin,2,0.0,0.0,2,0.0
DRIAMS-A,Serratia liquefaciens,Aminoglycosides,2,0.0,0.0,37,0.9459459459459459
DRIAMS-A,Serratia liquefaciens,Chloramphenicol,2,0.0,0.0,37,0.9459459459459459
DRIAMS-A,Serratia liquefaciens,Quinolones,2,0.0,0.0,37,0.9459459459459459
DRIAMS-A,Slackia exigua,Amoxicillin-Clavulanic acid,2,0.0,0.0,33,0.9393939393939394
DRIAMS-A,Slackia exigua,Metronidazole,2,0.0,0.0,33,0.9393939393939394
DRIAMS-A,Staphylococcus aureus,Ceftazidime,2,2.0,1.0,6994,0.9997140406062339
DRIAMS-A,Staphylococcus aureus,Rifampicin_1mg-l,2,2.0,1.0,6994,0.9997140406062339
DRIAMS-A,Staphylococcus epidermidis,Amikacin,2,0.0,0.0,9387,0.9997869393842548
DRIAMS-A,Staphylococcus epidermidis,Fosfomycin-Trometamol,2,0.0,0.0,9387,0.9997869393842548
DRIAMS-A,Staphylococcus epidermidis,Levofloxacin,2,0.0,0.0,9387,0.9997869393842548
DRIAMS-A,Staphylococcus gallinarum,Amoxicillin-Clavulanic acid,2,0.0,0.0,4,0.5
DRIAMS-A,Staphylococcus gallinarum,Ampicillin-Amoxicillin,2,2.0,1.0,4,0.5
DRIAMS-A,Staphylococcus gallinarum,Cefazolin,2,0.0,0.0,4,0.5
DRIAMS-A,Staphylococcus gallinarum,Cefepime,2,0.0,0.0,4,0.5
DRIAMS-A,Staphylococcus gallinarum,Ceftriaxone,2,0.0,0.0,4,0.5
DRIAMS-A,Staphylococcus gallinarum,Cefuroxime,2,0.0,0.0,4,0.5
DRIAMS-A,Staphylococcus gallinarum,Ciprofloxacin,2,0.0,0.0,4,0.5
DRIAMS-A,Staphylococcus gallinarum,Clindamycin,2,2.0,1.0,4,0.5
DRIAMS-A,Staphylococcus gallinarum,Cotrimoxazole,2,0.0,0.0,4,0.5
DRIAMS-A,Staphylococcus gallinarum,Daptomycin,2,0.0,0.0,4,0.5
DRIAMS-A,Staphylococcus gallinarum,Erythromycin,2,2.0,1.0,4,0.5
DRIAMS-A,Staphylococcus gallinarum,Fusidic acid,2,2.0,1.0,4,0.5
DRIAMS-A,Staphylococcus gallinarum,Gentamicin,2,0.0,0.0,4,0.5
DRIAMS-A,Staphylococcus gallinarum,Imipenem,2,0.0,0.0,4,0.5
DRIAMS-A,Staphylococcus gallinarum,Linezolid,2,0.0,0.0,4,0.5
DRIAMS-A,Staphylococcus gallinarum,Meropenem,2,0.0,0.0,4,0.5
DRIAMS-A,Staphylococcus gallinarum,Oxacillin,2,0.0,0.0,4,0.5
DRIAMS-A,Staphylococcus gallinarum,Penicillin,2,2.0,1.0,4,0.5
DRIAMS-A,Staphylococcus gallinarum,Piperacillin-Tazobactam,2,0.0,0.0,4,0.5
DRIAMS-A,Staphylococcus gallinarum,Rifampicin,2,0.0,0.0,4,0.5
DRIAMS-A,Staphylococcus gallinarum,Teicoplanin,2,0.0,0.0,4,0.5
DRIAMS-A,Staphylococcus gallinarum,Tetracycline,2,0.0,0.0,4,0.5
DRIAMS-A,Staphylococcus gallinarum,Tigecycline,2,0.0,0.0,4,0.5
DRIAMS-A,Staphylococcus gallinarum,Vancomycin,2,0.0,0.0,4,0.5
DRIAMS-A,Staphylococcus intermedius,Mupirocin,2,0.0,0.0,4,0.5
DRIAMS-A,Staphylococcus lugdunensis,Mupirocin,2,0.0,0.0,626,0.9968051118210862
DRIAMS-A,Staphylococcus pseudintermedius,Mupirocin,2,0.0,0.0,33,0.9393939393939394
DRIAMS-A,Staphylococcus succinus,Amoxicillin-Clavulanic acid,2,0.0,0.0,5,0.6
DRIAMS-A,Staphylococcus succinus,Ampicillin-Amoxicillin,2,2.0,1.0,5,0.6
DRIAMS-A,Staphylococcus succinus,Cefazolin,2,0.0,0.0,5,0.6
DRIAMS-A,Staphylococcus succinus,Cefepime,2,0.0,0.0,5,0.6
DRIAMS-A,Staphylococcus succinus,Ceftriaxone,2,0.0,0.0,5,0.6
DRIAMS-A,Staphylococcus succinus,Cefuroxime,2,0.0,0.0,5,0.6
DRIAMS-A,Staphylococcus succinus,Ciprofloxacin,2,0.0,0.0,5,0.6
DRIAMS-A,Staphylococcus succinus,Clindamycin,2,2.0,1.0,5,0.6
DRIAMS-A,Staphylococcus succinus,Cotrimoxazole,2,0.0,0.0,5,0.6
DRIAMS-A,Staphylococcus succinus,Daptomycin,2,0.0,0.0,5,0.6
DRIAMS-A,Staphylococcus succinus,Erythromycin,2,2.0,1.0,5,0.6
DRIAMS-A,Staphylococcus succinus,Fusidic acid,2,0.0,0.0,5,0.6
DRIAMS-A,Staphylococcus succinus,Gentamicin,2,0.0,0.0,5,0.6
DRIAMS-A,Staphylococcus succinus,Imipenem,2,0.0,0.0,5,0.6
DRIAMS-A,Staphylococcus succinus,Linezolid,2,0.0,0.0,5,0.6
DRIAMS-A,Staphylococcus succinus,Meropenem,2,0.0,0.0,5,0.6
DRIAMS-A,Staphylococcus succinus,Oxacillin,2,0.0,0.0,5,0.6
DRIAMS-A,Staphylococcus succinus,Penicillin,2,2.0,1.0,5,0.6
DRIAMS-A,Staphylococcus succinus,Piperacillin-Tazobactam,2,0.0,0.0,5,0.6
DRIAMS-A,Staphylococcus succinus,Rifampicin,2,0.0,0.0,5,0.6
DRIAMS-A,Staphylococcus succinus,Teicoplanin,2,0.0,0.0,5,0.6
DRIAMS-A,Staphylococcus succinus,Tetracycline,2,2.0,1.0,5,0.6
DRIAMS-A,Staphylococcus succinus,Tigecycline,2,0.0,0.0,5,0.6
DRIAMS-A,Staphylococcus succinus,Vancomycin,2,0.0,0.0,5,0.6
DRIAMS-A,Staphylococcus warneri,Mupirocin,2,0.0,0.0,222,0.990990990990991
DRIAMS-A,Stenotrophomonas maltophilia,Doxycycline,2,1.0,0.5,660,0.996969696969697
DRIAMS-A,Stenotrophomonas maltophilia,Gentamicin,2,2.0,1.0,660,0.996969696969697
DRIAMS-A,Streptococcus agalactiae,Amoxicillin,2,0.0,0.0,2714,0.9992630803242447
DRIAMS-A,Streptococcus agalactiae,Oxacillin,2,1.0,0.5,2714,0.9992630803242447
DRIAMS-A,Streptococcus agalactiae,Penicillin_with_meningitis,2,0.0,0.0,2714,0.9992630803242447
DRIAMS-A,Streptococcus agalactiae,Penicillin_with_other_infections,2,0.0,0.0,2714,0.9992630803242447
DRIAMS-A,Streptococcus agalactiae,Penicillin_with_pneumonia,2,0.0,0.0,2714,0.9992630803242447
DRIAMS-A,Streptococcus agalactiae,Vancomycin,2,0.0,0.0,2714,0.9992630803242447
DRIAMS-A,Streptococcus anginosus,Piperacillin-Tazobactam,2,0.0,0.0,1868,0.9989293361884368
DRIAMS-A,Streptococcus constellatus,Amoxicillin-Clavulanic acid,2,0.0,0.0,810,0.9975308641975309
DRIAMS-A,Streptococcus dysgalactiae,Vancomycin,2,0.0,0.0,585,0.9965811965811966
DRIAMS-A,Streptococcus equinus,Amoxicillin-Clavulanic acid,2,0.0,0.0,7,0.7142857142857143
DRIAMS-A,Streptococcus gallolyticus,Gentamicin,2,0.0,0.0,135,0.9851851851851852
DRIAMS-A,Streptococcus gordonii,Gentamicin,2,0.0,0.0,136,0.9852941176470589
DRIAMS-A,Streptococcus gordonii,Levofloxacin,2,0.0,0.0,136,0.9852941176470589
DRIAMS-A,Streptococcus intermedius,Gentamicin,2,0.0,0.0,377,0.9946949602122016
DRIAMS-A,Streptococcus mitis,Cefepime,2,2.0,1.0,666,0.996996996996997
DRIAMS-A,Streptococcus mitis,Daptomycin,2,0.0,0.0,666,0.996996996996997
DRIAMS-A,Streptococcus mitis,Ertapenem,2,0.0,0.0,666,0.996996996996997
DRIAMS-A,Streptococcus mitis,Imipenem,2,0.0,0.0,666,0.996996996996997
DRIAMS-A,Streptococcus oralis,Ceftazidime,2,0.0,0.0,929,0.9978471474703983
DRIAMS-A,Streptococcus oralis,Ceftolozane-Tazobactam,2,0.0,0.0,929,0.9978471474703983
DRIAMS-A,Streptococcus oralis,Cotrimoxazole,2,0.0,0.0,929,0.9978471474703983
DRIAMS-A,Streptococcus oralis,Rifampicin,2,0.0,0.0,929,0.9978471474703983
DRIAMS-A,Streptococcus oralis,Rifampicin_1mg-l,2,0.0,0.0,929,0.9978471474703983
DRIAMS-A,Streptococcus parasanguinis,Amoxicillin,2,2.0,1.0,385,0.9948051948051948
DRIAMS-A,Streptococcus parasanguinis,Rifampicin,2,0.0,0.0,385,0.9948051948051948
DRIAMS-A,Streptococcus pseudopneumoniae,Clindamycin,2,0.0,0.0,58,0.9655172413793104
DRIAMS-A,Streptococcus pseudopneumoniae,Gentamicin_high_level,2,0.0,0.0,58,0.9655172413793104
DRIAMS-A,Streptococcus pseudopneumoniae,Meropenem,2,0.0,0.0,58,0.9655172413793104
DRIAMS-A,Streptococcus pseudopneumoniae,Penicillin_with_endokarditis,2,2.0,1.0,58,0.9655172413793104
DRIAMS-A,Streptococcus pseudopneumoniae,Penicillin_without_endokarditis,2,2.0,1.0,58,0.9655172413793104
DRIAMS-A,Streptococcus pyogenes,Aminoglycosides,2,2.0,1.0,883,0.9977349943374858
DRIAMS-A,Streptococcus pyogenes,Amoxicillin,2,0.0,0.0,883,0.9977349943374858
DRIAMS-A,Streptococcus pyogenes,Chloramphenicol,2,0.0,0.0,883,0.9977349943374858
DRIAMS-A,Streptococcus pyogenes,Cotrimoxazole,2,0.0,0.0,883,0.9977349943374858
DRIAMS-A,Streptococcus pyogenes,Oxacillin,2,0.0,0.0,883,0.9977349943374858
DRIAMS-A,Streptococcus pyogenes,Quinolones,2,0.0,0.0,883,0.9977349943374858
DRIAMS-A,Streptococcus salivarius,Amoxicillin,2,0.0,0.0,288,0.9930555555555556
DRIAMS-A,Streptococcus salivarius,Gentamicin,2,0.0,0.0,288,0.9930555555555556
DRIAMS-A,Streptococcus salivarius,Levofloxacin,2,0.0,0.0,288,0.9930555555555556
DRIAMS-A,Streptococcus sinensis,Penicillin,2,0.0,0.0,4,0.5
DRIAMS-A,Streptococcus sinensis,Vancomycin,2,0.0,0.0,4,0.5
DRIAMS-A,Streptococcus vestibularis,Clarithromycin,2,0.0,0.0,445,0.9955056179775281
DRIAMS-A,Streptococcus vestibularis,Levofloxacin,2,0.0,0.0,445,0.9955056179775281
DRIAMS-A,Streptococcus vestibularis,Oxacillin,2,0.0,0.0,445,0.9955056179775281
DRIAMS-A,Streptococcus vestibularis,Penicillin_with_meningitis,2,0.0,0.0,445,0.9955056179775281
DRIAMS-A,Streptococcus vestibularis,Penicillin_with_other_infections,2,0.0,0.0,445,0.9955056179775281
DRIAMS-A,Streptococcus vestibularis,Penicillin_with_pneumonia,2,0.0,0.0,445,0.9955056179775281
DRIAMS-A,Trueperella bernardiae,Cotrimoxazole,2,2.0,1.0,86,0.9767441860465116
DRIAMS-A,Trueperella bernardiae,Daptomycin,2,2.0,1.0,86,0.9767441860465116
DRIAMS-A,Trueperella bernardiae,Doxycycline,2,0.0,0.0,86,0.9767441860465116
DRIAMS-A,Trueperella bernardiae,Fusidic acid,2,0.0,0.0,86,0.9767441860465116
DRIAMS-A,Trueperella bernardiae,Levofloxacin,2,0.0,0.0,86,0.9767441860465116
DRIAMS-A,Veillonella parvula,Ciprofloxacin,2,0.0,0.0,133,0.9849624060150376
DRIAMS-A,Yersinia enterocolitica,Amoxicillin,2,2.0,1.0,15,0.8666666666666667
DRIAMS-A,Yersinia enterocolitica,Cefixime,2,2.0,1.0,15,0.8666666666666667
DRIAMS-A,Yersinia enterocolitica,Cefpodoxime,2,2.0,1.0,15,0.8666666666666667
DRIAMS-A,Yersinia enterocolitica,Ceftazidime-Avibactam,2,0.0,0.0,15,0.8666666666666667
DRIAMS-A,Yersinia enterocolitica,Doxycycline,2,0.0,0.0,15,0.8666666666666667
DRIAMS-A,Yersinia enterocolitica,Gentamicin,2,0.0,0.0,15,0.8666666666666667
DRIAMS-A,Yersinia enterocolitica,Moxifloxacin,2,2.0,1.0,15,0.8666666666666667
DRIAMS-A,Yersinia enterocolitica,Tetracycline,2,0.0,0.0,15,0.8666666666666667
DRIAMS-A,Achromobacter spanius,Amoxicillin-Clavulanic acid,1,1.0,1.0,6,0.8333333333333334
DRIAMS-A,Achromobacter spanius,Moxifloxacin,1,1.0,1.0,6,0.8333333333333334
DRIAMS-A,Achromobacter xylosoxidans,Ceftazidime-Avibactam,1,1.0,1.0,174,0.9942528735632183
DRIAMS-A,Achromobacter xylosoxidans,Ceftolozane-Tazobactam,1,1.0,1.0,174,0.9942528735632183
DRIAMS-A,Achromobacter xylosoxidans,Ertapenem,1,0.0,0.0,174,0.9942528735632183
DRIAMS-A,Achromobacter xylosoxidans,Quinolones,1,0.0,0.0,174,0.9942528735632183
DRIAMS-A,Acinetobacter baumannii,Ceftobiprole,1,1.0,1.0,98,0.9897959183673469
DRIAMS-A,Acinetobacter baumannii,Doxycycline,1,0.0,0.0,98,0.9897959183673469
DRIAMS-A,Acinetobacter baumannii,Vancomycin,1,1.0,1.0,98,0.9897959183673469
DRIAMS-A,Acinetobacter bereziniae,Cefepime,1,0.0,0.0,6,0.8333333333333334
DRIAMS-A,Acinetobacter bereziniae,Ciprofloxacin,1,0.0,0.0,6,0.8333333333333334
DRIAMS-A,Acinetobacter bereziniae,Colistin,1,0.0,0.0,6,0.8333333333333334
DRIAMS-A,Acinetobacter bereziniae,Cotrimoxazole,1,0.0,0.0,6,0.8333333333333334
DRIAMS-A,Acinetobacter bereziniae,Imipenem,1,0.0,0.0,6,0.8333333333333334
DRIAMS-A,Acinetobacter bereziniae,Meropenem,1,0.0,0.0,6,0.8333333333333334
DRIAMS-A,Acinetobacter bereziniae,Piperacillin-Tazobactam,1,0.0,0.0,6,0.8333333333333334
DRIAMS-A,Acinetobacter calcoaceticus,Amikacin,1,0.0,0.0,10,0.9
DRIAMS-A,Acinetobacter calcoaceticus,Cefepime,1,0.0,0.0,10,0.9
DRIAMS-A,Acinetobacter calcoaceticus,Ceftazidime,1,1.0,1.0,10,0.9
DRIAMS-A,Acinetobacter calcoaceticus,Ceftriaxone,1,1.0,1.0,10,0.9
DRIAMS-A,Acinetobacter calcoaceticus,Imipenem,1,0.0,0.0,10,0.9
DRIAMS-A,Acinetobacter calcoaceticus,Piperacillin-Tazobactam,1,0.0,0.0,10,0.9
DRIAMS-A,Acinetobacter calcoaceticus,Tobramycin,1,0.0,0.0,10,0.9
DRIAMS-A,Acinetobacter lwoffii,Aminoglycosides,1,0.0,0.0,16,0.9375
DRIAMS-A,Acinetobacter lwoffii,Chloramphenicol,1,1.0,1.0,16,0.9375
DRIAMS-A,Acinetobacter lwoffii,Quinolones,1,0.0,0.0,16,0.9375
DRIAMS-A,Acinetobacter parvus,Ceftazidime,1,0.0,0.0,13,0.9230769230769231
DRIAMS-A,Acinetobacter parvus,Piperacillin-Tazobactam,1,0.0,0.0,13,0.9230769230769231
DRIAMS-A,Acinetobacter radioresistens,Ciprofloxacin,1,0.0,0.0,15,0.9333333333333333
DRIAMS-A,Acinetobacter radioresistens,Colistin,1,0.0,0.0,15,0.9333333333333333
DRIAMS-A,Acinetobacter radioresistens,Cotrimoxazole,1,0.0,0.0,15,0.9333333333333333
DRIAMS-A,Acinetobacter radioresistens,Meropenem,1,0.0,0.0,15,0.9333333333333333
DRIAMS-A,Actinomyces funkei,Amoxicillin-Clavulanic acid,1,0.0,0.0,13,0.9230769230769231
DRIAMS-A,Actinomyces funkei,Clindamycin,1,0.0,0.0,13,0.9230769230769231
DRIAMS-A,Actinomyces funkei,Imipenem,1,0.0,0.0,13,0.9230769230769231
DRIAMS-A,Actinomyces neuii,Ampicillin-Amoxicillin,1,0.0,0.0,320,0.996875
DRIAMS-A,Actinomyces neuii,Doxycycline,1,0.0,0.0,320,0.996875
DRIAMS-A,Actinomyces odontolyticus,Amikacin,1,1.0,1.0,363,0.9972451790633609
DRIAMS-A,Actinomyces odontolyticus,Ciprofloxacin,1,1.0,1.0,363,0.9972451790633609
DRIAMS-A,Actinomyces odontolyticus,Cotrimoxazole,1,1.0,1.0,363,0.9972451790633609
DRIAMS-A,Actinomyces odontolyticus,Minocycline,1,0.0,0.0,363,0.9972451790633609
DRIAMS-A,Actinomyces turicensis,Ceftriaxone,1,0.0,0.0,363,0.9972451790633609
DRIAMS-A,Actinomyces turicensis,Penicillin,1,0.0,0.0,363,0.9972451790633609
DRIAMS-A,Actinotignum sanguinis,Moxifloxacin,1,0.0,0.0,78,0.9871794871794872
DRIAMS-A,Aerococcus sanguinicola,Vancomycin,1,0.0,0.0,64,0.984375
DRIAMS-A,Aerococcus urinae,Amoxicillin-Clavulanic acid,1,0.0,0.0,546,0.9981684981684982
DRIAMS-A,Aerococcus viridans,Cotrimoxazole,1,1.0,1.0,46,0.9782608695652174
DRIAMS-A,Aeromonas caviae,Cefpodoxime,1,0.0,0.0,7,0.8571428571428572
DRIAMS-A,Aeromonas caviae,Ceftazidime,1,0.0,0.0,7,0.8571428571428572
DRIAMS-A,Aeromonas caviae,Fosfomycin-Trometamol,1,0.0,0.0,7,0.8571428571428572
DRIAMS-A,Aeromonas caviae,Meropenem,1,1.0,1.0,7,0.8571428571428572
DRIAMS-A,Aeromonas ichthiosmia,Amoxicillin-Clavulanic acid,1,0.0,0.0,1,0.0
DRIAMS-A,Aeromonas ichthiosmia,Ceftriaxone,1,0.0,0.0,1,0.0
DRIAMS-A,Aeromonas ichthiosmia,Ciprofloxacin,1,0.0,0.0,1,0.0
DRIAMS-A,Aeromonas ichthiosmia,Cotrimoxazole,1,0.0,0.0,1,0.0
DRIAMS-A,Aeromonas media,Cefepime,1,0.0,0.0,5,0.8
DRIAMS-A,Aeromonas media,Ceftazidime,1,0.0,0.0,5,0.8
DRIAMS-A,Aeromonas media,Ceftriaxone,1,0.0,0.0,5,0.8
DRIAMS-A,Aeromonas media,Ciprofloxacin,1,0.0,0.0,5,0.8
DRIAMS-A,Aeromonas media,Cotrimoxazole,1,0.0,0.0,5,0.8
DRIAMS-A,Aeromonas media,Piperacillin-Tazobactam,1,0.0,0.0,5,0.8
DRIAMS-A,Aeromonas salmonicida,Cefepime,1,0.0,0.0,1,0.0
DRIAMS-A,Aeromonas salmonicida,Ceftazidime,1,0.0,0.0,1,0.0
DRIAMS-A,Aeromonas salmonicida,Ceftriaxone,1,0.0,0.0,1,0.0
DRIAMS-A,Aeromonas salmonicida,Ciprofloxacin,1,0.0,0.0,1,0.0
DRIAMS-A,Aeromonas salmonicida,Cotrimoxazole,1,0.0,0.0,1,0.0
DRIAMS-A,Aeromonas salmonicida,Piperacillin-Tazobactam,1,0.0,0.0,1,0.0
DRIAMS-A,Aggregatibacter aphrophilus,Amoxicillin,1,0.0,0.0,191,0.9947643979057592
DRIAMS-A,Aggregatibacter aphrophilus,Clindamycin,1,1.0,1.0,191,0.9947643979057592
DRIAMS-A,Aggregatibacter aphrophilus,Cotrimoxazole,1,1.0,1.0,191,0.9947643979057592
DRIAMS-A,Aggregatibacter aphrophilus,Moxifloxacin,1,0.0,0.0,191,0.9947643979057592
DRIAMS-A,Alloscardovia omnicolens,Moxifloxacin,1,1.0,1.0,179,0.994413407821229
DRIAMS-A,Alloscardovia omnicolens,Penicillin,1,0.0,0.0,179,0.994413407821229
DRIAMS-A,Alloscardovia omnicolens,Vancomycin,1,0.0,0.0,179,0.994413407821229
DRIAMS-A,Anaerococcus hydrogenalis,Ciprofloxacin,1,1.0,1.0,24,0.9583333333333334
DRIAMS-A,Anaerococcus hydrogenalis,Clindamycin,1,1.0,1.0,24,0.9583333333333334
DRIAMS-A,Anaerococcus hydrogenalis,Erythromycin,1,1.0,1.0,24,0.9583333333333334
DRIAMS-A,Anaerococcus hydrogenalis,Metronidazole,1,0.0,0.0,24,0.9583333333333334
DRIAMS-A,Anaerococcus murdochii,Doxycycline,1,0.0,0.0,72,0.9861111111111112
DRIAMS-A,Anaerococcus murdochii,Erythromycin,1,1.0,1.0,72,0.9861111111111112
DRIAMS-A,Anaerococcus murdochii,Metronidazole,1,1.0,1.0,72,0.9861111111111112
DRIAMS-A,Anaerococcus sp,Moxifloxacin,1,0.0,0.0,32,0.96875
DRIAMS-A,Arcanobacterium haemolyticum,Ceftriaxone,1,0.0,0.0,6,0.8333333333333334
DRIAMS-A,Arcanobacterium haemolyticum,Ciprofloxacin,1,0.0,0.0,6,0.8333333333333334
DRIAMS-A,Arcanobacterium haemolyticum,Erythromycin,1,0.0,0.0,6,0.8333333333333334
DRIAMS-A,Arcanobacterium haemolyticum,Gentamicin,1,0.0,0.0,6,0.8333333333333334
DRIAMS-A,Arcanobacterium haemolyticum,Meropenem,1,0.0,0.0,6,0.8333333333333334
DRIAMS-A,Arcanobacterium haemolyticum,Penicillin,1,0.0,0.0,6,0.8333333333333334
DRIAMS-A,Arcanobacterium haemolyticum,Vancomycin,1,0.0,0.0,6,0.8333333333333334
DRIAMS-A,Bacillus altitudinis,Clindamycin,1,1.0,1.0,3,0.6666666666666667
DRIAMS-A,Bacillus altitudinis,Levofloxacin,1,0.0,0.0,3,0.6666666666666667
DRIAMS-A,Bacillus altitudinis,Penicillin,1,0.0,0.0,3,0.6666666666666667
DRIAMS-A,Bacillus altitudinis,Vancomycin,1,0.0,0.0,3,0.6666666666666667
DRIAMS-A,Bacillus cereus,Amikacin,1,0.0,0.0,149,0.9932885906040269
DRIAMS-A,Bacillus cereus,Amoxicillin-Clavulanic acid,1,1.0,1.0,149,0.9932885906040269
DRIAMS-A,Bacillus cereus,Ampicillin-Amoxicillin,1,1.0,1.0,149,0.9932885906040269
DRIAMS-A,Bacillus cereus,Ciprofloxacin,1,0.0,0.0,149,0.9932885906040269
DRIAMS-A,Bacillus cereus,Quinolones,1,0.0,0.0,149,0.9932885906040269
DRIAMS-A,Bacillus cereus,Rifampicin,1,0.0,0.0,149,0.9932885906040269
DRIAMS-A,Bacillus licheniformis,Clindamycin,1,1.0,1.0,11,0.9090909090909091
DRIAMS-A,Bacillus licheniformis,Levofloxacin,1,0.0,0.0,11,0.9090909090909091
DRIAMS-A,Bacillus licheniformis,Penicillin,1,1.0,1.0,11,0.9090909090909091
DRIAMS-A,Bacillus licheniformis,Vancomycin,1,0.0,0.0,11,0.9090909090909091
DRIAMS-A,Bacteroides caccae,Clindamycin,1,0.0,0.0,13,0.9230769230769231
DRIAMS-A,Bacteroides caccae,Moxifloxacin,1,0.0,0.0,13,0.9230769230769231
DRIAMS-A,Bacteroides faecis,Ceftriaxone,1,1.0,1.0,50,0.98
DRIAMS-A,Bacteroides faecis,Imipenem,1,0.0,0.0,50,0.98
DRIAMS-A,Bacteroides fragilis,Amoxicillin,1,1.0,1.0,427,0.9976580796252927
DRIAMS-A,Bacteroides fragilis,Levofloxacin,1,1.0,1.0,427,0.9976580796252927
DRIAMS-A,Bacteroides fragilis,Rifampicin,1,0.0,0.0,427,0.9976580796252927
DRIAMS-A,Bacteroides fragilis,Tigecycline,1,0.0,0.0,427,0.9976580796252927
DRIAMS-A,Bacteroides ovatus,Meropenem,1,0.0,0.0,83,0.9879518072289156
DRIAMS-A,Bacteroides ovatus,Penicillin,1,1.0,1.0,83,0.9879518072289156
DRIAMS-A,Bacteroides thetaiotaomicron,Ertapenem,1,0.0,0.0,97,0.9896907216494846
DRIAMS-A,Bacteroides thetaiotaomicron,Erythromycin,1,1.0,1.0,97,0.9896907216494846
DRIAMS-A,Bergeyella zoohelcum,Cotrimoxazole,1,0.0,0.0,14,0.9285714285714286
DRIAMS-A,Bifidobacterium dentium,Amoxicillin,1,0.0,0.0,33,0.9696969696969697
DRIAMS-A,Bifidobacterium dentium,Amoxicillin-Clavulanic acid,1,0.0,0.0,33,0.9696969696969697
DRIAMS-A,Bordetella bronchiseptica,Clarithromycin,1,1.0,1.0,1,0.0
DRIAMS-A,Bordetella bronchiseptica,Cotrimoxazole,1,1.0,1.0,1,0.0
DRIAMS-A,Bordetella bronchiseptica,Doxycycline,1,0.0,0.0,1,0.0
DRIAMS-A,Bordetella bronchiseptica,Levofloxacin,1,0.0,0.0,1,0.0
DRIAMS-A,Brevibacillus brevis,Clindamycin,1,1.0,1.0,3,0.6666666666666667
DRIAMS-A,Brevibacillus brevis,Levofloxacin,1,0.0,0.0,3,0.6666666666666667
DRIAMS-A,Brevibacillus brevis,Penicillin,1,1.0,1.0,3,0.6666666666666667
DRIAMS-A,Brevibacillus brevis,Vancomycin,1,0.0,0.0,3,0.6666666666666667
DRIAMS-A,Brevibacterium casei,Ceftriaxone,1,0.0,0.0,6,0.8333333333333334
DRIAMS-A,Brevibacterium casei,Ciprofloxacin,1,0.0,0.0,6,0.8333333333333334
DRIAMS-A,Brevibacterium casei,Erythromycin,1,1.0,1.0,6,0.8333333333333334
DRIAMS-A,Brevibacterium casei,Gentamicin,1,0.0,0.0,6,0.8333333333333334
DRIAMS-A,Brevibacterium casei,Meropenem,1,0.0,0.0,6,0.8333333333333334
DRIAMS-A,Brevibacterium casei,Penicillin,1,1.0,1.0,6,0.8333333333333334
DRIAMS-A,Brevibacterium casei,Vancomycin,1,0.0,0.0,6,0.8333333333333334
DRIAMS-A,Brevibacterium celere,Ceftriaxone,1,0.0,0.0,2,0.5
DRIAMS-A,Brevibacterium celere,Ciprofloxacin,1,1.0,1.0,2,0.5
DRIAMS-A,Brevibacterium celere,Erythromycin,1,1.0,1.0,2,0.5
DRIAMS-A,Brevibacterium celere,Gentamicin,1,0.0,0.0,2,0.5
DRIAMS-A,Brevibacterium celere,Meropenem,1,0.0,0.0,2,0.5
DRIAMS-A,Brevibacterium celere,Penicillin,1,1.0,1.0,2,0.5
DRIAMS-A,Brevibacterium celere,Vancomycin,1,0.0,0.0,2,0.5
DRIAMS-A,Brevibacterium ravenspurgense,Imipenem,1,0.0,0.0,15,0.9333333333333333
DRIAMS-A,Brevibacterium ravenspurgense,Levofloxacin,1,1.0,1.0,15,0.9333333333333333
DRIAMS-A,Brevibacterium ravenspurgense,Piperacillin-Tazobactam,1,0.0,0.0,15,0.9333333333333333
DRIAMS-A,Burkholderia cenocepacia,Ciprofloxacin,1,0.0,0.0,8,0.875
DRIAMS-A,Burkholderia cenocepacia,Piperacillin-Tazobactam,1,0.0,0.0,8,0.875
DRIAMS-A,Burkholderia gladioli,Imipenem,1,0.0,0.0,5,0.8
DRIAMS-A,Burkholderia gladioli,Levofloxacin,1,0.0,0.0,5,0.8
DRIAMS-A,Burkholderia latens,Ceftazidime,1,0.0,0.0,1,0.0
DRIAMS-A,Burkholderia latens,Cotrimoxazole,1,0.0,0.0,1,0.0
DRIAMS-A,Burkholderia latens,Meropenem,1,0.0,0.0,1,0.0
DRIAMS-A,Burkholderia pyrrocinia,Cotrimoxazole,1,0.0,0.0,5,0.8
DRIAMS-A,Candida albicans,Isavuconazole,1,1.0,1.0,2481,0.9995969367190649
DRIAMS-A,Candida orthopsilosis,5-Fluorocytosine,1,0.0,0.0,19,0.9473684210526316
DRIAMS-A,Candida orthopsilosis,Amphotericin B,1,0.0,0.0,19,0.9473684210526316
DRIAMS-A,Candida orthopsilosis,Anidulafungin,1,1.0,1.0,19,0.9473684210526316
DRIAMS-A,Candida orthopsilosis,Caspofungin,1,0.0,0.0,19,0.9473684210526316
DRIAMS-A,Candida orthopsilosis,Fluconazole,1,0.0,0.0,19,0.9473684210526316
DRIAMS-A,Candida orthopsilosis,Itraconazole,1,0.0,0.0,19,0.9473684210526316
DRIAMS-A,Candida orthopsilosis,Micafungin,1,1.0,1.0,19,0.9473684210526316
DRIAMS-A,Candida orthopsilosis,Posaconazole,1,0.0,0.0,19,0.9473684210526316
